
# QPROP Version 1.22
# 
# APC 5x4E X-Prop                                                                 
# 
# T-motor F40                                                                     
#   0.82000E-01  Rmotor (Ohms)                  
#   0.70000      Io     (Amps)                  
#    1600.0      Kv     (rpm/Volt)              
# 
#   rho =  1.2250     kg/m^3
#   mu  = 0.17800E-04 kg/m-s
#   a   =  340.00     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
   11.000  0.1800E+05  0.000   5.448      0.7310E-01   137.8      12.312   12.9483   0.8644   0.4349   0.09190  0.4901E-01  0.1036E-01  17.6902   0.3759   159.4       59.93       0.7440  0.2445E-01
   13.000  0.1800E+05  0.000   4.997      0.6993E-01   131.8      12.268   12.4161   0.8653   0.4928   0.10861  0.4495E-01  0.9906E-02  15.5126   0.4264   152.3       64.95       0.6765  0.2415E-01
   15.000  0.1800E+05  0.000   4.525      0.6621E-01   124.8      12.217   11.7931   0.8662   0.5438   0.12532  0.4070E-01  0.9379E-02  13.4278   0.4711   144.1       67.87       0.6072  0.2396E-01
   17.000  0.1800E+05  0.000   4.031      0.6190E-01   116.7      12.158   11.0713   0.8668   0.5874   0.14203  0.3627E-01  0.8769E-02  11.4356   0.5092   134.6       68.53       0.5361  0.2390E-01
   19.000  0.1800E+05  0.000   3.517      0.5695E-01   107.4      12.090   10.2429   0.8669   0.6224   0.15874  0.3164E-01  0.8069E-02   9.5354   0.5396   123.8       66.82       0.4635  0.2396E-01
   21.000  0.1800E+05  0.000   2.981      0.5133E-01   96.75      12.013    9.2998   0.8660   0.6470   0.17545  0.2681E-01  0.7271E-02   7.7255   0.5603   111.7       62.59       0.3895  0.2416E-01

    1.000  0.1850E+05  0.000   7.748      0.8632E-01   167.2      12.806   15.1629   0.8612   0.0463   0.00813  0.6598E-01  0.1158E-01  30.6156   0.0399   194.2       7.748       1.0386  0.2983E-01
    3.000  0.1850E+05  0.000   7.434      0.8557E-01   165.8      12.796   15.0381   0.8616   0.1345   0.02439  0.6331E-01  0.1148E-01  28.0994   0.1159   192.4       22.30       0.9910  0.2767E-01
    5.000  0.1850E+05  0.000   7.083      0.8435E-01   163.4      12.779   14.8335   0.8621   0.2167   0.04064  0.6032E-01  0.1131E-01  25.6244   0.1868   189.6       35.41       0.9382  0.2609E-01
    7.000  0.1850E+05  0.000   6.692      0.8255E-01   159.9      12.754   14.5316   0.8629   0.2929   0.05690  0.5699E-01  0.1107E-01  23.1904   0.2527   185.3       46.84       0.8799  0.2494E-01
    9.000  0.1850E+05  0.000   6.271      0.8030E-01   155.6      12.723   14.1549   0.8638   0.3628   0.07316  0.5341E-01  0.1077E-01  20.8201   0.3134   180.1       56.44       0.8182  0.2444E-01
   11.000  0.1850E+05  0.000   5.831      0.7761E-01   150.4      12.686   13.7033   0.8649   0.4266   0.08942  0.4965E-01  0.1041E-01  18.5375   0.3689   173.8       64.14       0.7546  0.2404E-01
   13.000  0.1850E+05  0.000   5.370      0.7442E-01   144.2      12.642   13.1696   0.8660   0.4842   0.10567  0.4573E-01  0.9981E-02  16.3442   0.4193   166.5       69.81       0.6892  0.2373E-01
   15.000  0.1850E+05  0.000   4.888      0.7070E-01   137.0      12.591   12.5463   0.8671   0.5353   0.12193  0.4163E-01  0.9482E-02  14.2409   0.4642   158.0       73.33       0.6220  0.2353E-01
   17.000  0.1850E+05  0.000   4.386      0.6640E-01   128.6      12.532   11.8257   0.8680   0.5796   0.13819  0.3735E-01  0.8905E-02  12.2279   0.5031   148.2       74.56       0.5532  0.2345E-01
   19.000  0.1850E+05  0.000   3.862      0.6147E-01   119.1      12.465   11.0001   0.8686   0.6161   0.15445  0.3289E-01  0.8245E-02  10.3045   0.5352   137.1       73.38       0.4828  0.2348E-01
   21.000  0.1850E+05  0.000   3.317      0.5587E-01   108.2      12.388   10.0616   0.8685   0.6434   0.17070  0.2824E-01  0.7493E-02   8.4693   0.5588   124.6       69.65       0.4111  0.2363E-01

    1.000  0.1900E+05  0.000   8.185      0.9101E-01   181.1      13.183   15.9495   0.8613   0.0452   0.00791  0.6609E-01  0.1157E-01  31.4955   0.0389   210.3       8.185       1.0403  0.2937E-01
    3.000  0.1900E+05  0.000   7.865      0.9026E-01   179.6      13.172   15.8229   0.8616   0.1314   0.02374  0.6350E-01  0.1148E-01  28.9782   0.1132   208.4       23.59       0.9941  0.2725E-01
    5.000  0.1900E+05  0.000   7.505      0.8903E-01   177.1      13.156   15.6167   0.8622   0.2118   0.03957  0.6060E-01  0.1132E-01  26.5005   0.1827   205.4       37.53       0.9428  0.2569E-01
    7.000  0.1900E+05  0.000   7.107      0.8722E-01   173.5      13.131   15.3146   0.8630   0.2866   0.05540  0.5738E-01  0.1109E-01  24.0631   0.2474   201.1       49.75       0.8865  0.2453E-01
    9.000  0.1900E+05  0.000   6.676      0.8496E-01   169.0      13.100   14.9346   0.8640   0.3555   0.07123  0.5390E-01  0.1080E-01  21.6830   0.3071   195.6       60.09       0.8265  0.2405E-01
   11.000  0.1900E+05  0.000   6.226      0.8225E-01   163.6      13.062   14.4804   0.8652   0.4185   0.08706  0.5027E-01  0.1046E-01  19.3881   0.3621   189.1       68.49       0.7648  0.2365E-01
   13.000  0.1900E+05  0.000   5.756      0.7905E-01   157.3      13.018   13.9450   0.8664   0.4757   0.10289  0.4647E-01  0.1005E-01  17.1798   0.4122   181.5       74.82       0.7013  0.2334E-01
   15.000  0.1900E+05  0.000   5.265      0.7533E-01   149.9      12.967   13.3211   0.8676   0.5269   0.11872  0.4251E-01  0.9578E-02  15.0591   0.4572   172.7       78.97       0.6361  0.2313E-01
   17.000  0.1900E+05  0.000   4.753      0.7103E-01   141.3      12.908   12.6013   0.8688   0.5717   0.13455  0.3837E-01  0.9031E-02  13.0262   0.4967   162.7       80.80       0.5693  0.2302E-01
   19.000  0.1900E+05  0.000   4.220      0.6612E-01   131.6      12.841   11.7780   0.8698   0.6095   0.15038  0.3407E-01  0.8407E-02  11.0807   0.5301   151.2       80.17       0.5011  0.2302E-01
   21.000  0.1900E+05  0.000   3.665      0.6054E-01   120.5      12.764   10.8436   0.8703   0.6389   0.16621  0.2959E-01  0.7698E-02   9.2215   0.5560   138.4       76.96       0.4315  0.2314E-01

    1.000  0.1950E+05  0.000   8.636      0.9584E-01   195.7      13.562   16.7587   0.8611   0.0441   0.00771  0.6620E-01  0.1157E-01  32.3769   0.0380   227.3       8.636       1.0420  0.2894E-01
    3.000  0.1950E+05  0.000   8.307      0.9508E-01   194.1      13.551   16.6302   0.8615   0.1284   0.02314  0.6368E-01  0.1148E-01  29.8585   0.1106   225.4       24.92       0.9970  0.2685E-01
    5.000  0.1950E+05  0.000   7.940      0.9384E-01   191.6      13.534   16.4225   0.8621   0.2072   0.03856  0.6086E-01  0.1133E-01  27.3783   0.1786   222.3       39.70       0.9473  0.2531E-01
    7.000  0.1950E+05  0.000   7.534      0.9203E-01   187.9      13.509   16.1202   0.8630   0.2806   0.05398  0.5775E-01  0.1111E-01  24.9379   0.2422   217.8       52.74       0.8927  0.2414E-01
    9.000  0.1950E+05  0.000   7.094      0.8974E-01   183.3      13.478   15.7368   0.8640   0.3484   0.06941  0.5438E-01  0.1083E-01  22.5485   0.3010   212.1       63.85       0.8345  0.2367E-01
   11.000  0.1950E+05  0.000   6.634      0.8702E-01   177.7      13.440   15.2798   0.8652   0.4107   0.08483  0.5085E-01  0.1050E-01  20.2419   0.3554   205.4       72.98       0.7744  0.2328E-01
   13.000  0.1950E+05  0.000   6.154      0.8381E-01   171.1      13.396   14.7425   0.8666   0.4675   0.10026  0.4717E-01  0.1012E-01  18.0194   0.4051   197.5       80.01       0.7128  0.2297E-01
   15.000  0.1950E+05  0.000   5.654      0.8008E-01   163.5      13.345   14.1178   0.8680   0.5186   0.11568  0.4334E-01  0.9667E-02  15.8821   0.4502   188.4       84.81       0.6495  0.2274E-01
   17.000  0.1950E+05  0.000   5.133      0.7579E-01   154.8      13.286   13.3984   0.8694   0.5638   0.13110  0.3934E-01  0.9148E-02  13.8303   0.4902   178.0       87.25       0.5847  0.2262E-01
   19.000  0.1950E+05  0.000   4.590      0.7089E-01   144.7      13.219   12.5769   0.8707   0.6025   0.14653  0.3518E-01  0.8557E-02  11.8637   0.5246   166.3       87.21       0.5184  0.2260E-01
   21.000  0.1950E+05  0.000   4.026      0.6533E-01   133.4      13.142   11.6460   0.8716   0.6337   0.16195  0.3086E-01  0.7886E-02   9.9815   0.5523   153.1       84.54       0.4509  0.2268E-01

    1.000  0.2000E+05  0.000   9.099      0.1008       211.1      13.942   17.5907   0.8609   0.0431   0.00752  0.6630E-01  0.1157E-01  33.2597   0.0371   245.3       9.099       1.0437  0.2852E-01
    3.000  0.2000E+05  0.000   8.763      0.1000       209.5      13.932   17.4604   0.8613   0.1255   0.02256  0.6385E-01  0.1148E-01  30.7404   0.1081   243.3       26.29       0.9999  0.2646E-01
    5.000  0.2000E+05  0.000   8.388      0.9878E-01   206.9      13.915   17.2512   0.8619   0.2027   0.03760  0.6112E-01  0.1134E-01  28.2580   0.1747   240.0       41.94       0.9516  0.2494E-01
    7.000  0.2000E+05  0.000   7.975      0.9698E-01   203.1      13.890   16.9488   0.8628   0.2748   0.05263  0.5811E-01  0.1113E-01  25.8147   0.2371   235.4       55.82       0.8988  0.2377E-01
    9.000  0.2000E+05  0.000   7.525      0.9467E-01   198.3      13.858   16.5618   0.8639   0.3416   0.06767  0.5483E-01  0.1086E-01  23.4166   0.2951   229.5       67.72       0.8421  0.2331E-01
   11.000  0.2000E+05  0.000   7.055      0.9192E-01   192.5      13.820   16.1019   0.8651   0.4031   0.08271  0.5141E-01  0.1055E-01  21.0988   0.3488   222.5       77.61       0.7837  0.2292E-01
   13.000  0.2000E+05  0.000   6.566      0.8870E-01   185.8      13.776   15.5624   0.8666   0.4595   0.09775  0.4784E-01  0.1018E-01  18.8629   0.3981   214.4       85.36       0.7237  0.2261E-01
   15.000  0.2000E+05  0.000   6.056      0.8497E-01   178.0      13.725   14.9365   0.8681   0.5105   0.11279  0.4413E-01  0.9750E-02  16.7098   0.4431   205.0       90.84       0.6622  0.2238E-01
   17.000  0.2000E+05  0.000   5.525      0.8067E-01   169.0      13.666   14.2172   0.8697   0.5559   0.12783  0.4026E-01  0.9258E-02  14.6399   0.4834   194.3       93.93       0.5992  0.2224E-01
   19.000  0.2000E+05  0.000   4.973      0.7578E-01   158.7      13.599   13.3971   0.8712   0.5953   0.14286  0.3624E-01  0.8696E-02  12.6532   0.5186   182.2       94.49       0.5349  0.2219E-01
   21.000  0.2000E+05  0.000   4.399      0.7024E-01   147.1      13.522   12.4693   0.8725   0.6280   0.15790  0.3206E-01  0.8060E-02  10.7489   0.5479   168.6       92.38       0.4693  0.2225E-01

    1.000  0.2050E+05  0.000   9.575      0.1059       227.4      14.325   18.4457   0.8605   0.0421   0.00734  0.6641E-01  0.1157E-01  34.1440   0.0362   264.2       9.575       1.0454  0.2812E-01
    3.000  0.2050E+05  0.000   9.232      0.1051       225.7      14.314   18.3137   0.8609   0.1227   0.02201  0.6403E-01  0.1148E-01  31.6240   0.1056   262.1       27.70       1.0028  0.2609E-01
    5.000  0.2050E+05  0.000   8.849      0.1039       223.0      14.297   18.1030   0.8615   0.1984   0.03668  0.6137E-01  0.1134E-01  29.1395   0.1710   258.8       44.25       0.9558  0.2458E-01
    7.000  0.2050E+05  0.000   8.427      0.1021       219.1      14.272   17.8024   0.8624   0.2692   0.05135  0.5845E-01  0.1115E-01  26.6915   0.2322   254.1       58.99       0.9045  0.2354E-01
    9.000  0.2050E+05  0.000   7.969      0.9973E-01   214.1      14.240   17.4098   0.8636   0.3350   0.06602  0.5527E-01  0.1089E-01  24.2872   0.2893   247.9       71.72       0.8494  0.2296E-01
   11.000  0.2050E+05  0.000   7.490      0.9697E-01   208.2      14.202   16.9468   0.8649   0.3958   0.08069  0.5194E-01  0.1059E-01  21.9588   0.3423   240.7       82.39       0.7925  0.2258E-01
   13.000  0.2050E+05  0.000   6.990      0.9373E-01   201.2      14.158   16.4049   0.8664   0.4516   0.09536  0.4848E-01  0.1024E-01  19.7100   0.3913   232.3       90.87       0.7342  0.2227E-01
   15.000  0.2050E+05  0.000   6.471      0.8999E-01   193.2      14.106   15.7776   0.8680   0.5024   0.11004  0.4488E-01  0.9829E-02  17.5418   0.4361   222.6       97.06       0.6744  0.2203E-01
   17.000  0.2050E+05  0.000   5.930      0.8569E-01   184.0      14.047   15.0580   0.8697   0.5480   0.12471  0.4113E-01  0.9360E-02  15.4547   0.4766   211.5       100.8       0.6131  0.2188E-01
   19.000  0.2050E+05  0.000   5.369      0.8080E-01   173.5      13.980   14.2390   0.8714   0.5880   0.13938  0.3723E-01  0.8826E-02  13.4488   0.5124   199.1       102.0       0.5506  0.2182E-01
   21.000  0.2050E+05  0.000   4.785      0.7528E-01   161.6      13.904   13.3136   0.8730   0.6218   0.15405  0.3319E-01  0.8222E-02  11.5233   0.5429   185.1       100.5       0.4868  0.2184E-01

    1.000  0.2100E+05  0.000   10.06      0.1112       244.4      14.710   19.3241   0.8600   0.0412   0.00716  0.6652E-01  0.1157E-01  35.0300   0.0354   284.2       10.06       1.0472  0.2773E-01
    3.000  0.2100E+05  0.000   9.713      0.1104       242.7      14.699   19.1903   0.8604   0.1201   0.02148  0.6420E-01  0.1149E-01  32.5092   0.1033   282.1       29.14       1.0056  0.2574E-01
    5.000  0.2100E+05  0.000   9.323      0.1091       239.9      14.681   18.9781   0.8610   0.1943   0.03581  0.6162E-01  0.1135E-01  30.0228   0.1673   278.6       46.62       0.9599  0.2424E-01
    7.000  0.2100E+05  0.000   8.893      0.1073       235.9      14.656   18.6762   0.8619   0.2639   0.05013  0.5878E-01  0.1117E-01  27.5714   0.2274   273.7       62.25       0.9101  0.2320E-01
    9.000  0.2100E+05  0.000   8.426      0.1049       230.8      14.624   18.2810   0.8631   0.3286   0.06445  0.5569E-01  0.1092E-01  25.1603   0.2836   267.3       75.83       0.8564  0.2262E-01
   11.000  0.2100E+05  0.000   7.937      0.1021       224.6      14.586   17.8147   0.8645   0.3887   0.07877  0.5246E-01  0.1063E-01  22.8218   0.3360   259.8       87.30       0.8010  0.2225E-01
   13.000  0.2100E+05  0.000   7.428      0.9890E-01   217.5      14.541   17.2704   0.8660   0.4440   0.09309  0.4909E-01  0.1029E-01  20.5607   0.3845   251.1       96.56       0.7442  0.2194E-01
   15.000  0.2100E+05  0.000   6.898      0.9514E-01   209.2      14.490   16.6414   0.8677   0.4946   0.10742  0.4559E-01  0.9903E-02  18.3781   0.4291   241.1       103.5       0.6860  0.2170E-01
   17.000  0.2100E+05  0.000   6.348      0.9084E-01   199.8      14.431   15.9211   0.8695   0.5402   0.12174  0.4196E-01  0.9455E-02  16.2746   0.4697   229.7       107.9       0.6264  0.2154E-01
   19.000  0.2100E+05  0.000   5.777      0.8596E-01   189.0      14.363   15.1027   0.8714   0.5807   0.13606  0.3818E-01  0.8947E-02  14.2502   0.5060   216.9       109.8       0.5655  0.2146E-01
   21.000  0.2100E+05  0.000   5.184      0.8045E-01   176.9      14.288   14.1794   0.8733   0.6154   0.15038  0.3427E-01  0.8373E-02  12.3046   0.5374   202.6       108.9       0.5035  0.2146E-01

    1.000  0.2150E+05  0.000   10.57      0.1165       262.4      15.096   20.2260   0.8593   0.0403   0.00699  0.6663E-01  0.1157E-01  35.9175   0.0346   305.3       10.57       1.0489  0.2737E-01
    3.000  0.2150E+05  0.000   10.21      0.1157       260.6      15.085   20.0904   0.8598   0.1175   0.02098  0.6437E-01  0.1149E-01  33.3962   0.1011   303.1       30.62       1.0084  0.2540E-01
    5.000  0.2150E+05  0.000   9.809      0.1145       257.8      15.068   19.8841   0.8604   0.1903   0.03497  0.6185E-01  0.1137E-01  30.9056   0.1637   299.6       49.04       0.9639  0.2413E-01
    7.000  0.2150E+05  0.000   9.372      0.1126       253.6      15.043   19.5736   0.8614   0.2587   0.04896  0.5910E-01  0.1119E-01  28.4534   0.2228   294.4       65.61       0.9155  0.2287E-01
    9.000  0.2150E+05  0.000   8.896      0.1103       248.3      15.010   19.1758   0.8626   0.3225   0.06295  0.5609E-01  0.1095E-01  26.0359   0.2782   287.8       80.06       0.8632  0.2230E-01
   11.000  0.2150E+05  0.000   8.397      0.1075       242.0      14.971   18.7061   0.8640   0.3818   0.07694  0.5295E-01  0.1067E-01  23.6877   0.3298   280.1       92.37       0.8092  0.2193E-01
   13.000  0.2150E+05  0.000   7.878      0.1042       234.6      14.927   18.1589   0.8655   0.4366   0.09093  0.4968E-01  0.1035E-01  21.4149   0.3779   271.0       102.4       0.7538  0.2162E-01
   15.000  0.2150E+05  0.000   7.339      0.1004       226.1      14.875   17.5280   0.8673   0.4868   0.10492  0.4628E-01  0.9973E-02  19.2185   0.4222   260.7       110.1       0.6971  0.2138E-01
   17.000  0.2150E+05  0.000   6.779      0.9613E-01   216.4      14.816   16.8068   0.8692   0.5325   0.11891  0.4275E-01  0.9546E-02  17.0993   0.4628   249.0       115.3       0.6391  0.2121E-01
   19.000  0.2150E+05  0.000   6.199      0.9125E-01   205.4      14.749   15.9887   0.8712   0.5733   0.13290  0.3908E-01  0.9061E-02  15.0573   0.4994   235.8       117.8       0.5798  0.2112E-01
   21.000  0.2150E+05  0.000   5.596      0.8575E-01   193.1      14.673   15.0670   0.8733   0.6088   0.14689  0.3529E-01  0.8514E-02  13.0922   0.5316   221.1       117.5       0.5194  0.2110E-01

    1.000  0.2200E+05  0.000   11.08      0.1221       281.2      15.484   21.1517   0.8586   0.0394   0.00684  0.6674E-01  0.1158E-01  36.8068   0.0338   327.5       11.08       1.0507  0.2701E-01
    3.000  0.2200E+05  0.000   10.72      0.1212       279.3      15.473   21.0144   0.8590   0.1151   0.02051  0.6454E-01  0.1150E-01  34.2849   0.0989   325.2       32.15       1.0112  0.2507E-01
    5.000  0.2200E+05  0.000   10.31      0.1200       276.5      15.456   20.8055   0.8597   0.1864   0.03418  0.6208E-01  0.1138E-01  31.7915   0.1603   321.6       51.54       0.9677  0.2382E-01
    7.000  0.2200E+05  0.000   9.864      0.1182       272.2      15.431   20.4994   0.8606   0.2536   0.04785  0.5940E-01  0.1121E-01  29.3358   0.2183   316.3       69.05       0.9206  0.2271E-01
    9.000  0.2200E+05  0.000   9.379      0.1158       266.7      15.398   20.0943   0.8619   0.3165   0.06152  0.5648E-01  0.1098E-01  26.9140   0.2728   309.4       84.41       0.8697  0.2199E-01
   11.000  0.2200E+05  0.000   8.871      0.1129       260.2      15.359   19.6210   0.8633   0.3751   0.07519  0.5342E-01  0.1071E-01  24.5565   0.3238   301.4       97.58       0.8171  0.2163E-01
   13.000  0.2200E+05  0.000   8.342      0.1096       252.6      15.314   19.0709   0.8649   0.4293   0.08886  0.5024E-01  0.1040E-01  22.2724   0.3713   292.0       108.4       0.7631  0.2132E-01
   15.000  0.2200E+05  0.000   7.793      0.1059       243.9      15.262   18.4378   0.8667   0.4793   0.10253  0.4693E-01  0.1004E-01  20.0629   0.4154   281.4       116.9       0.7078  0.2108E-01
   17.000  0.2200E+05  0.000   7.224      0.1016       234.0      15.203   17.7154   0.8687   0.5249   0.11620  0.4350E-01  0.9631E-02  17.9286   0.4560   269.3       122.8       0.6512  0.2090E-01
   19.000  0.2200E+05  0.000   6.633      0.9667E-01   222.7      15.136   16.8972   0.8708   0.5659   0.12988  0.3995E-01  0.9168E-02  15.8697   0.4928   255.7       126.0       0.5935  0.2079E-01
   21.000  0.2200E+05  0.000   6.021      0.9118E-01   210.1      15.060   15.9766   0.8730   0.6020   0.14355  0.3626E-01  0.8647E-02  13.8861   0.5255   240.6       126.4       0.5346  0.2076E-01

    1.000  0.2250E+05  0.000   11.61      0.1277       301.0      15.875   22.1016   0.8578   0.0386   0.00668  0.6685E-01  0.1158E-01  37.6977   0.0331   350.9       11.61       1.0525  0.2667E-01
    3.000  0.2250E+05  0.000   11.24      0.1270       299.2      15.864   21.9754   0.8582   0.1127   0.02005  0.6469E-01  0.1151E-01  35.1727   0.0967   348.6       33.71       1.0139  0.2504E-01
    5.000  0.2250E+05  0.000   10.82      0.1256       296.0      15.846   21.7510   0.8589   0.1828   0.03342  0.6230E-01  0.1139E-01  32.6794   0.1570   344.7       54.11       0.9715  0.2352E-01
    7.000  0.2250E+05  0.000   10.37      0.1238       291.7      15.821   21.4434   0.8598   0.2488   0.04679  0.5970E-01  0.1122E-01  30.2208   0.2139   339.3       72.58       0.9256  0.2242E-01
    9.000  0.2250E+05  0.000   9.876      0.1214       286.0      15.788   21.0369   0.8611   0.3108   0.06015  0.5686E-01  0.1100E-01  27.7945   0.2676   332.1       88.88       0.8761  0.2169E-01
   11.000  0.2250E+05  0.000   9.357      0.1185       279.3      15.748   20.5598   0.8625   0.3686   0.07352  0.5387E-01  0.1075E-01  25.4281   0.3179   323.8       102.9       0.8247  0.2134E-01
   13.000  0.2250E+05  0.000   8.819      0.1152       271.5      15.703   20.0066   0.8642   0.4223   0.08689  0.5077E-01  0.1045E-01  23.1333   0.3649   314.2       114.6       0.7720  0.2103E-01
   15.000  0.2250E+05  0.000   8.260      0.1114       262.6      15.651   19.3711   0.8660   0.4719   0.10026  0.4756E-01  0.1010E-01  20.9112   0.4087   303.2       123.9       0.7180  0.2079E-01
   17.000  0.2250E+05  0.000   7.681      0.1071       252.4      15.592   18.6471   0.8681   0.5174   0.11362  0.4422E-01  0.9712E-02  18.7625   0.4491   290.7       130.6       0.6629  0.2060E-01
   19.000  0.2250E+05  0.000   7.081      0.1022       240.9      15.524   17.8285   0.8703   0.5585   0.12699  0.4077E-01  0.9269E-02  16.6874   0.4861   276.8       134.5       0.6066  0.2049E-01
   21.000  0.2250E+05  0.000   6.459      0.9674E-01   227.9      15.449   16.9087   0.8726   0.5951   0.14036  0.3719E-01  0.8771E-02  14.6859   0.5193   261.2       135.6       0.5492  0.2043E-01

    1.000  0.2300E+05  0.000   12.15      0.1335       321.7      16.267   23.0759   0.8569   0.0378   0.00654  0.6696E-01  0.1159E-01  38.5905   0.0324   375.4       12.15       1.0543  0.2634E-01
    3.000  0.2300E+05  0.000   11.77      0.1328       319.8      16.257   22.9473   0.8573   0.1104   0.01962  0.6485E-01  0.1152E-01  36.0641   0.0947   373.0       35.31       1.0166  0.2474E-01
    5.000  0.2300E+05  0.000   11.35      0.1314       316.6      16.238   22.7209   0.8580   0.1792   0.03269  0.6253E-01  0.1140E-01  33.5692   0.1538   368.9       56.74       0.9752  0.2323E-01
    7.000  0.2300E+05  0.000   10.89      0.1296       312.1      16.213   22.4118   0.8590   0.2442   0.04577  0.5999E-01  0.1124E-01  31.1080   0.2097   363.4       76.21       0.9305  0.2213E-01
    9.000  0.2300E+05  0.000   10.39      0.1271       306.2      16.179   22.0038   0.8602   0.3052   0.05885  0.5723E-01  0.1103E-01  28.6775   0.2626   356.0       93.47       0.8822  0.2141E-01
   11.000  0.2300E+05  0.000   9.858      0.1243       299.3      16.140   21.5229   0.8617   0.3623   0.07192  0.5431E-01  0.1078E-01  26.3026   0.3122   347.4       108.4       0.8320  0.2105E-01
   13.000  0.2300E+05  0.000   9.309      0.1210       291.3      16.094   20.9663   0.8634   0.4154   0.08500  0.5129E-01  0.1050E-01  23.9975   0.3586   337.4       121.0       0.7806  0.2075E-01
   15.000  0.2300E+05  0.000   8.741      0.1171       282.2      16.042   20.3281   0.8652   0.4647   0.09808  0.4816E-01  0.1016E-01  21.7633   0.4021   326.1       131.1       0.7279  0.2051E-01
   17.000  0.2300E+05  0.000   8.152      0.1128       271.7      15.982   19.6024   0.8673   0.5100   0.11115  0.4491E-01  0.9789E-02  19.6007   0.4423   313.3       138.6       0.6741  0.2032E-01
   19.000  0.2300E+05  0.000   7.542      0.1079       259.9      15.915   18.7830   0.8696   0.5512   0.12423  0.4155E-01  0.9364E-02  17.5101   0.4793   298.9       143.3       0.6191  0.2019E-01
   21.000  0.2300E+05  0.000   6.910      0.1024       246.7      15.840   17.8636   0.8720   0.5882   0.13731  0.3807E-01  0.8888E-02  15.4914   0.5129   283.0       145.1       0.5631  0.2013E-01

    1.000  0.2350E+05  0.000   12.71      0.1396       343.6      16.663   24.0953   0.8558   0.0370   0.00640  0.6707E-01  0.1161E-01  39.4819   0.0316   401.5       12.71       1.0561  0.2639E-01
    3.000  0.2350E+05  0.000   12.32      0.1387       341.4      16.651   23.9438   0.8563   0.1082   0.01920  0.6501E-01  0.1153E-01  36.9575   0.0927   398.7       36.95       1.0192  0.2445E-01
    5.000  0.2350E+05  0.000   11.89      0.1374       338.0      16.632   23.7155   0.8570   0.1758   0.03200  0.6274E-01  0.1142E-01  34.4611   0.1507   394.4       59.44       0.9788  0.2296E-01
    7.000  0.2350E+05  0.000   11.42      0.1355       333.5      16.607   23.4049   0.8580   0.2397   0.04479  0.6027E-01  0.1126E-01  31.9975   0.2057   388.7       79.94       0.9353  0.2186E-01
    9.000  0.2350E+05  0.000   10.91      0.1331       327.5      16.573   22.9954   0.8592   0.2998   0.05759  0.5758E-01  0.1106E-01  29.5630   0.2576   381.1       98.19       0.8882  0.2113E-01
   11.000  0.2350E+05  0.000   10.37      0.1302       320.3      16.533   22.5104   0.8607   0.3561   0.07039  0.5474E-01  0.1082E-01  27.1799   0.3065   372.2       114.1       0.8391  0.2078E-01
   13.000  0.2350E+05  0.000   9.813      0.1268       312.1      16.487   21.9503   0.8624   0.4087   0.08319  0.5179E-01  0.1054E-01  24.8650   0.3525   361.9       127.6       0.7888  0.2049E-01
   15.000  0.2350E+05  0.000   9.235      0.1230       302.7      16.435   21.3093   0.8643   0.4576   0.09599  0.4874E-01  0.1022E-01  22.6191   0.3955   350.2       138.5       0.7374  0.2024E-01
   17.000  0.2350E+05  0.000   8.636      0.1187       292.0      16.375   20.5815   0.8664   0.5027   0.10879  0.4558E-01  0.9862E-02  20.4433   0.4356   337.0       146.8       0.6848  0.2005E-01
   19.000  0.2350E+05  0.000   8.016      0.1138       280.0      16.308   19.7610   0.8687   0.5440   0.12159  0.4231E-01  0.9455E-02  18.3377   0.4726   322.3       152.3       0.6312  0.1991E-01
